method,mode,case_id,source_model,trajectory_type,trajectory_duration_s,shape,time_s,C_true,ESR_true,C_est,ESR_est
M2 TS-SLTVKE,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.49152,9.01696e-05,0.05,9.09876133637061e-05,0.0511929393077353
M2 TS-SLTVKE,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.512,8.976e-05,0.05,9.04414176517291e-05,0.0503094482564368
M2 TS-SLTVKE,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.53248,8.93504e-05,0.05,9.00753942241632e-05,0.0501856181015356
M2 TS-SLTVKE,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.55296,8.89408e-05,0.05,8.97785923336979e-05,0.0507010075399696
M2 TS-SLTVKE,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.57344,8.85312e-05,0.05,8.94289150674196e-05,0.0499889563693018
M2 TS-SLTVKE,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.59392,8.81216e-05,0.05,8.89933221608822e-05,0.0502749314233416
M2 TS-SLTVKE,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.6144,8.7712e-05,0.05,8.85646139275392e-05,0.050536603588661
M2 TS-SLTVKE,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.63488,8.73024e-05,0.05,8.80529229774798e-05,0.0503997846520884
M2 TS-SLTVKE,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.65536,8.68928e-05,0.05,8.75958928426156e-05,0.0499386692275349
M2 TS-SLTVKE,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.67584,8.64832e-05,0.05,8.71470330717875e-05,0.051466608368736
M2 TS-SLTVKE,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.69632,8.60736e-05,0.05,8.6967204582888e-05,0.0496387842458606
M2 TS-SLTVKE,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.7168,8.5664e-05,0.05,8.66988209812169e-05,0.0496613433777318
M2 TS-SLTVKE,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.73728,8.52544e-05,0.05,8.61360939272521e-05,0.0503865599891364
M2 TS-SLTVKE,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.75776,8.48448e-05,0.05,8.56303918497988e-05,0.0502159418639004
M2 TS-SLTVKE,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.77824,8.44352e-05,0.05,8.51702530366058e-05,0.0506543867257249
M2 TS-SLTVKE,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.79872,8.40256e-05,0.05,8.4717154168057e-05,0.0504928917625519
M2 TS-SLTVKE,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.8192,8.3616e-05,0.05,8.42100226987366e-05,0.0492208535079885
M2 TS-SLTVKE,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.83968,8.32064e-05,0.05,8.38745524973103e-05,0.0499286710085209
M2 TS-SLTVKE,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.86016,8.27968e-05,0.05,8.36016957520426e-05,0.0505683081124285
M2 TS-SLTVKE,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.88064,8.23872e-05,0.05,8.31979411611776e-05,0.0501580482428084
M2 TS-SLTVKE,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.90112,8.19776e-05,0.05,8.2744792626387e-05,0.0510594493746735
M2 TS-SLTVKE,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.9216,8.1568e-05,0.05,8.2312083957955e-05,0.050530916064707
M2 TS-SLTVKE,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.94208,8.11584e-05,0.05,8.18798913324588e-05,0.0501680936163664
M2 TS-SLTVKE,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.96256,8.07488e-05,0.05,8.15322456570578e-05,0.0508308612218243
M2 TS-SLTVKE,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.98304,8.03392e-05,0.05,8.10180853009879e-05,0.0501026264681215
M2 TS-SLTVKE,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,1,8e-05,0.05,8.07315308644937e-05,0.0511774187872626
